# Distance (mm), Thickness (microns)
-3.000000000000000000e+00,4.077916828175746389e+01
-2.998800000000000132e+00,4.091596512600544600e+01
-2.997599999999999820e+00,4.105276197025347784e+01
-2.996399999999999952e+00,4.118955881450146705e+01
-2.995200000000000085e+00,4.104186037992095493e+01
-2.994000000000000217e+00,4.122074856086060635e+01
-2.992799999999999905e+00,4.139963674180032882e+01
-2.991600000000000037e+00,4.157852492273998024e+01
-2.990400000000000169e+00,4.166585291901384380e+01
-2.989199999999999857e+00,4.179212692908895832e+01
-2.987999999999999989e+00,4.191840093916401599e+01
-2.986800000000000122e+00,4.204467494923908077e+01
-2.985599999999999810e+00,4.210797663086778897e+01
-2.984399999999999942e+00,4.230791048015330347e+01
-2.983200000000000074e+00,4.250784432943882507e+01
-2.982000000000000206e+00,4.270777817872433957e+01
-2.980799999999999894e+00,4.256360382319395796e+01
-2.979600000000000026e+00,4.272144633578777473e+01
-2.978400000000000158e+00,4.287928884838158439e+01
-2.977199999999999847e+00,4.303713136097545799e+01
-2.975999999999999979e+00,4.307113707704287009e+01
-2.974800000000000111e+00,4.313427408208040248e+01
-2.973599999999999799e+00,4.319741108711795619e+01
-2.972399999999999931e+00,4.326054809215548147e+01
-2.971200000000000063e+00,4.354059710302359321e+01
-2.970000000000000195e+00,4.362477977640696736e+01
-2.968799999999999883e+00,4.370896244979036993e+01
-2.967600000000000016e+00,4.379314512317374408e+01
-2.966400000000000148e+00,4.374894592611563837e+01
-2.965199999999999836e+00,4.395940260957413415e+01
-2.963999999999999968e+00,4.416985929303255176e+01
-2.962800000000000100e+00,4.438031597649096227e+01
-2.961599999999999788e+00,4.430377429693585611e+01
-2.960399999999999920e+00,4.439847980449214759e+01
-2.959200000000000053e+00,4.449318531204844618e+01
-2.958000000000000185e+00,4.458789081960474476e+01
-2.956799999999999873e+00,4.459162897822331217e+01
-2.955600000000000005e+00,4.462319748074207837e+01
-2.954400000000000137e+00,4.465476598326084456e+01
-2.953199999999999825e+00,4.468633448577961786e+01
-2.951999999999999957e+00,4.466751195141395669e+01
-2.950800000000000090e+00,4.468855761975979846e+01
-2.949600000000000222e+00,4.470960328810564732e+01
-2.948399999999999910e+00,4.473064895645149619e+01
-2.947200000000000042e+00,4.478271969456539381e+01
-2.946000000000000174e+00,4.479324252873831824e+01
-2.944799999999999862e+00,4.480376536291124268e+01
-2.943599999999999994e+00,4.485542965799275805e+01
-2.942400000000000126e+00,4.486541637362923041e+01
-2.941199999999999815e+00,4.487540308926570276e+01
-2.939999999999999947e+00,4.488538980490217511e+01
-2.938800000000000079e+00,4.493444817795846546e+01
-2.937600000000000211e+00,4.494443489359493782e+01
-2.936399999999999899e+00,4.495442160923141728e+01
-2.935200000000000031e+00,4.496440832486789674e+01
-2.934000000000000163e+00,4.501508165976406417e+01
-2.932799999999999851e+00,4.503505509103700888e+01
-2.931599999999999984e+00,4.505502852230994648e+01
-2.930400000000000116e+00,4.507500195358288408e+01
-2.929199999999999804e+00,4.505585137141520846e+01
-2.927999999999999936e+00,4.507565835742753535e+01
-2.926800000000000068e+00,4.509546534343986224e+01
-2.925600000000000200e+00,4.511527232945218913e+01
-2.924399999999999888e+00,4.516948321221126150e+01
-2.923200000000000021e+00,4.517930348258712314e+01
-2.922000000000000153e+00,4.518912375296298478e+01
-2.920799999999999841e+00,4.519894402333885353e+01
-2.919599999999999973e+00,4.538275116563776379e+01
-2.918400000000000105e+00,4.543934255424447599e+01
-2.917199999999999793e+00,4.549593394285120951e+01
-2.915999999999999925e+00,4.555252533145792171e+01
-2.914800000000000058e+00,4.553031986663543051e+01
-2.913600000000000190e+00,4.557675809434503122e+01
-2.912399999999999878e+00,4.562319632205465325e+01
-2.911200000000000010e+00,4.566963454976426107e+01
-2.910000000000000142e+00,4.587933369800214933e+01
-2.908799999999999830e+00,4.595290250319087022e+01
-2.907599999999999962e+00,4.602647130837956269e+01
-2.906400000000000095e+00,4.610004011356825515e+01
-2.905199999999999783e+00,4.604362689171944822e+01
-2.903999999999999915e+00,4.613483889453259934e+01
-2.902800000000000047e+00,4.622605089734575046e+01
-2.901600000000000179e+00,4.631726290015890157e+01
-2.900399999999999867e+00,4.625603110103931215e+01
